AF.01.1109,Shighnan District__Shighnan District
BR.27.3504404,Avanhandava__Avanhandava
BR.27.3504503,Avare__Avaré
BR.27.3504602,Bady Bassitt__Bady Bassitt
BR.27.3504701,Balbinos__Balbinos
BR.27.3504800,Balsamo__Bálsamo
BR.27.3504909,Bananal__Bananal
BR.27.3505005,Barao De Antonina__Barão de Antonina
BR.27.3505203,Bariri__Bariri
BR.27.3505302,Barra Bonita__Barra Bonita
BR.27.3505351,Barra Do Chapeu__Barra do Chapéu
BR.27.3505401,Barra Do Turvo__Barra do Turvo
BR.27.3505500,Barretos__Barretos
BR.27.3505609,Barrinha__Barrinha
BR.27.3505708,Barueri__Barueri
BR.27.3505807,Bastos__Bastos
BR.27.3505906,Batatais__Batatais
BR.27.3506003,Bauru__Bauru
BR.27.3506102,Bebedouro__Bebedouro
BR.27.3506201,Bento De Abreu__Bento de Abreu
BR.27.3506300,Bernardino De Campos__Bernardino de Campos
BR.27.3506359,Bertioga__Bertioga
BR.27.3506409,Bilac__Bilac
BR.27.3506508,Birigui__Birigui
BR.27.3506607,Biritiba-Mirim__Biritiba-Mirim
BR.27.3506706,Boa Esperanca Do Sul__Boa Esperança do Sul
BR.27.3506805,Bocaina__Bocaina
BR.27.3506904,Bofete__Bofete
BR.27.3507001,Boituva__Boituva
BR.27.3507100,Bom Jesus Dos Perdoes__Bom Jesus dos Perdões
BR.27.3507159,Bom Sucesso De Itarare__Bom Sucesso de Itararé
BR.27.3507209,Bora__Borá
BR.27.3507308,Boraceia__Boracéia
BR.27.3507407,Borborema__Borborema
BR.27.3507456,Borebi__Borebi
BR.27.3507506,Botucatu__Botucatu
BR.27.3507605,Braganca Paulista__Bragança Paulista
BR.27.3507704,Brauna__Braúna
BR.27.3507753,Brejo Alegre__Brejo Alegre
BR.27.3507803,Brodosqui__Brodowski
BR.27.3507902,Brotas__Brotas
BR.27.3508009,Buri__Buri
BR.27.3508108,Buritama__Buritama
BR.27.3508207,Buritizal__Buritizal
BR.27.3508306,Cabralia Paulista__Cabrália Paulista
BR.27.3508405,Cabreuva__Cabreúva
BR.27.3508504,Cacapava__Caçapava
BR.27.3508603,Cachoeira Paulista__Cachoeira Paulista
BR.27.3508702,Caconde__Caconde
BR.27.3508801,Cafelandia__Cafelândia
BR.27.3508900,Caiabu__Caiabu
BR.27.3509007,Caieiras__Caieiras
BR.27.3509106,Caiua__Caiuá
BR.27.3509205,Cajamar__Cajamar
BR.27.3509254,Cajati__Cajati
BR.27.3509304,Cajobi__Cajobi
BR.27.3509403,Cajuru__Cajuru
BR.27.3509452,Campina Do Monte Alegre__Campina do Monte Alegre
BR.27.3509700,Campos do Jordao__Campos do Jordão
BR.27.3509809,Campos Novos Paulista__Campos Novos Paulista
BR.27.3509908,Cananeia__Cananéia
BR.27.3509957,Canas__Canas
BR.27.3510005,Candido Mota__Cândido Mota
BR.27.3510104,Candido Rodrigues__Cândido Rodrigues
BR.27.3510153,Canitar__Canitar
BR.27.3510203,Capao Bonito__Capão Bonito
BR.27.3510302,Capela Do Alto__Capela do Alto
BR.27.3510401,Capivari__Capivari
BR.27.3510500,Caraguatatuba__Caraguatatuba
BR.27.3510609,Carapicuiba__Carapicuíba
BR.27.3510708,Cardoso__Cardoso
BR.27.3510807,Casa Branca__Casa Branca
BR.27.3510906,Cassia Dos Coqueiros__Cássia dos Coqueiros
BR.27.3511003,Castilho__Castilho
BR.27.3511102,Catanduva__Catanduva
BR.27.3511201,Catigua__Catiguá
BR.27.3511300,Cedral__Cedral
BR.27.3511409,Cerqueira Cesar__Cerqueira César
BR.27.3511508,Cerquilho__Cerquilho
BR.27.3511607,Cesario Lange__Cesário Lange
BR.27.3511904,Clementina__Clementina
BR.27.3512001,Colina__Colina
BR.27.3512100,Colombia__Colômbia
BR.27.3512209,Conchal__Conchal
BR.27.3512308,Conchas__Conchas
BR.27.3512407,Cordeiropolis__Cordeirópolis
BR.27.3512605,Coronel Macedo__Coronel Macedo
BR.27.3512803,Cosmopolis__Cosmópolis
BR.27.3513009,Cotia__Cotia
BR.27.3513108,Cravinhos__Cravinhos
BR.27.3513207,Cristais Paulista__Cristais Paulista
BR.27.3513306,Cruzalia__Cruzália
BR.27.3513405,Cruzeiro__Cruzeiro
BR.27.3513504,Cubatao__Cubatão
BR.27.3513603,Cunha__Cunha
BR.27.3513702,Descalvado__Descalvado
BR.27.3513801,Diadema__Diadema
BR.27.3513850,Dirce Reis__Dirce Reis
BR.27.3514007,Dobrada__Dobrada
BR.27.3514106,Dois Corregos__Dois Córregos
BR.27.3514205,Dolcinopolis__Dolcinópolis
BR.27.3514304,Dourado__Dourado
BR.27.3514403,Dracena__Dracena
BR.27.3514502,Duartina__Duartina
BR.27.3514601,Dumont__Dumont
BR.27.3514700,Echapora__Echaporã
BR.27.3514809,Eldorado__Eldorado
BR.27.3514908,Elias Fausto__Elias Fausto
BR.27.3514924,Elisiario__Elisiário
BR.27.3514957,Embauba__Embaúba
BR.27.3515004,Embu__Embu
BR.27.3515103,Embu-Guacu__Embu-Guaçu
BR.27.3515129,Emilianopolis__Emilianópolis
BR.27.3515152,Engenheiro Coelho__Engenheiro Coelho
BR.27.3515186,Espirito Santo Do Pinhal__Espírito Santo do Pinhal
BR.27.3515194,Espirito Santo Do Turvo__Espírito Santo do Turvo
BR.27.3515202,Estrela D'Oeste__Estrela d'Oeste
BR.27.3515301,Estrela Do Norte__Estrela do Norte
BR.27.3515350,Euclides Da Cunha Paulista__Euclides da Cunha Paulista
BR.27.3515400,Fartura__Fartura
BR.27.3515509,Fernandopolis__Fernandópolis
BR.27.3515608,Fernando Prestes__Fernando Prestes
BR.27.3515657,Fernao__Fernão
BR.27.3515707,Ferraz De Vasconcelos__Ferraz de Vasconcelos
BR.27.3515806,Flora Rica__Flora Rica
BR.27.3515905,Floreal__Floreal
BR.27.3516002,Florida Paulista__Flórida Paulista
BR.27.3516101,Florinia__Florínia
BR.27.3516309,Francisco Morato__Francisco Morato
BR.27.3516408,Franco Da Rocha__Franco da Rocha
BR.27.3516507,Gabriel Monteiro__Gabriel Monteiro
BR.27.3516606,Galia__Gália
BR.27.3516804,Gastao Vidigal__Gastão Vidigal
BR.27.3516853,Gaviao Peixoto__Gavião Peixoto
BR.27.3516903,General Salgado__General Salgado
BR.27.3517000,Getulina__Getulina
BR.27.3517109,Glicerio__Glicério
BR.27.3517208,Guaicara__Guaiçara
BR.27.3517307,Guaimbe__Guaimbê
BR.27.3517406,Guaira__Guaíra
BR.27.3517505,Guapiacu__Guapiaçu
BR.27.3517604,Guapiara__Guapiara
BR.27.3517703,Guara__Guará
BR.27.3517901,Guaraci__Guaraci
BR.27.3518008,Guarani D'Oeste__Guarani d'Oeste
BR.27.3518107,Guaranta__Guarantã
BR.27.3518206,Guararapes__Guararapes
BR.27.3518305,Guararema__Guararema
BR.27.3518404,Guaratingueta__Guaratinguetá
BR.27.3518503,Guarei__Guareí
BR.27.3518602,Guariba__Guariba
BR.27.3518701,Guaruja__Guarujá
BR.27.3518800,Guarulhos__Guarulhos
BR.27.3518859,Guatapara__Guatapará
BR.27.3518909,Guzolandia__Guzolândia
BR.27.3519006,Herculandia__Herculândia
BR.27.3519055,Holambra__Holambra
BR.27.3519071,Hortolandia__Hortolândia
BR.27.3519204,Iacri__Iacri
BR.27.3519253,Iaras__Iaras
BR.27.3519303,Ibate__Ibaté
BR.27.3519402,Ibira__Ibirá
BR.27.3519501,Ibirarema__Ibirarema
BR.27.3519600,Ibitinga__Ibitinga
BR.27.3519709,Ibiuna__Ibiúna
BR.27.3519808,Icem__Icém
BR.27.3519907,Iepe__Iepê
BR.27.3520004,Igaracu Do Tiete__Igaraçu do Tietê
BR.27.3520202,Igarata__Igaratá
BR.27.3520301,Iguape__Iguape
BR.27.3520400,Ilhabela__Ilhabela
BR.27.3520426,Ilha Comprida__Ilha Comprida
BR.27.3520442,Ilha Solteira__Ilha Solteira
BR.27.3520509,Indaiatuba__Indaiatuba
BR.27.3520608,Indiana__Indiana
BR.27.3520707,Indiapora__Indiaporã
BR.27.3520806,Inubia Paulista__Inúbia Paulista
BR.27.3520905,Ipaucu__Ipaussu
BR.27.3521002,Ipero__Iperó
BR.27.3521101,Ipeuna__Ipeúna
BR.27.3521150,Ipigua__Ipiguá
BR.27.3521309,Ipua__Ipuã
BR.27.3521408,Iracemapolis__Iracemápolis
BR.27.3521507,Irapua__Irapuã
BR.27.3521606,Irapuru__Irapuru
BR.27.3521705,Itabera__Itaberá
BR.27.3521804,Itai__Itaí
BR.27.3521903,Itajobi__Itajobi
BR.27.3522000,Itaju__Itaju
BR.27.3522109,Itanhaem__Itanhaém
BR.27.3522158,Itaoca__Itaóca
BR.27.3522208,Itapecerica Da Serra__Itapecerica da Serra
BR.27.3522307,Itapetininga__Itapetininga
BR.27.3522406,Itapeva__Itapeva
BR.27.3522505,Itapevi__Itapevi
BR.27.3522653,Itapirapua Paulista__Itapirapuã Paulista
BR.27.3522703,Itapolis__Itápolis
BR.27.3522802,Itaporanga__Itaporanga
BR.27.3522901,Itapui__Itapuí
BR.27.3523008,Itapura__Itapura
BR.27.3523107,Itaquaquecetuba__Itaquaquecetuba
BR.27.3523206,Itarare__Itararé
BR.27.3523305,Itariri__Itariri
BR.27.3523404,Itatiba__Itatiba
BR.27.3523503,Itatinga__Itatinga
BR.27.3523602,Itirapina__Itirapina
BR.27.3523800,Itobi__Itobi
BR.27.3523909,Itu__Itu
BR.27.3524006,Itupeva__Itupeva
BR.27.3524105,Ituverava__Ituverava
BR.27.3524204,Jaborandi__Jaborandi
BR.27.3524303,Jaboticabal__Jaboticabal
BR.27.3524402,Jacarei__Jacareí
BR.27.3524501,Jaci__Jaci
BR.27.3524600,Jacupiranga__Jacupiranga
BR.27.3524709,Jaguariuna__Jaguariúna
BR.27.3524808,Jales__Jales
BR.27.3524907,Jambeiro__Jambeiro
BR.27.3525003,Jandira__Jandira
BR.27.3525300,Jau__Jaú
BR.27.3525409,Jeriquara__Jeriquara
BR.27.3525508,Joanopolis__Joanópolis
BR.27.3525607,Joao Ramalho__João Ramalho
BR.27.3525805,Julio Mesquita__Júlio Mesquita
BR.27.3525854,Jumirim__Jumirim
BR.27.3525904,Jundiai__Jundiaí
BR.27.3526001,Junqueiropolis__Junqueirópolis
BR.27.3526100,Juquia__Juquiá
BR.27.3526209,Juquitiba__Juquitiba
BR.27.3526308,Lagoinha__Lagoinha
BR.27.3526407,Laranjal Paulista__Laranjal Paulista
BR.27.3526506,Lavinia__Lavínia
BR.27.3526605,Lavrinhas__Lavrinhas
BR.27.3526704,Leme__Leme
BR.27.3526803,Lencois Paulista__Lençóis Paulista
BR.27.3526902,Limeira__Limeira
BR.27.3527108,Lins__Lins
BR.27.3527207,Lorena__Lorena
BR.27.3527256,Lourdes__Lourdes
BR.27.3527306,Louveira__Louveira
BR.27.3527504,Lucianopolis__Lucianópolis
BR.27.3527702,Luiziania__Luiziânia
BR.27.3528007,Macatuba__Macatuba
BR.27.3528106,Macaubal__Macaubal
BR.27.3528205,Macedonia__Macedônia
BR.27.3528304,Magda__Magda
BR.27.3528403,Mairinque__Mairinque
BR.27.3528502,Mairipora__Mairiporã
BR.27.3528601,Manduri__Manduri
BR.27.3528700,Maraba Paulista__Marabá Paulista
BR.27.3528809,Maracai__Maracaí
BR.27.3528858,Marapoama__Marapoama
BR.27.3528908,Mariapolis__Mariápolis
BR.27.3529005,Marilia__Marília
BR.27.3529104,Marinopolis__Marinópolis
BR.27.3529203,Martinopolis__Martinópolis
BR.27.3529302,Matao__Matão
BR.27.3529401,Maua__Mauá
BR.27.3529500,Mendonca__Mendonça
BR.27.3529609,Meridiano__Meridiano
BR.27.3529658,Mesopolis__Mesópolis
BR.27.3529708,Miguelopolis__Miguelópolis
BR.27.3529807,Mineiros Do Tiete__Mineiros do Tietê
BR.27.3529906,Miracatu__Miracatu
BR.27.3530003,Mira Estrela__Mira Estrela
BR.27.3530102,Mirandopolis__Mirandópolis
BR.27.3530201,Mirante Do Paranapanema__Mirante do Paranapanema
BR.27.3530300,Mirassol__Mirassol
BR.27.3530409,Mirassolandia__Mirassolândia
BR.27.3530508,Mococa__Mococa
BR.27.3530607,Mogi das Cruzes__Mogi das Cruzes
BR.27.3530805,Mogi Mirim__Mogi Mirim
BR.27.3530904,Mombuca__Mombuca
BR.27.3531001,Moncoes__Monções
BR.27.3531100,Mongagua__Mongaguá
BR.27.3531209,Monte Alegre Do Sul__Monte Alegre do Sul
BR.27.3531308,Monte Alto__Monte Alto
BR.27.3531407,Monte Aprazivel__Monte Aprazível
BR.27.3531506,Monte Azul Paulista__Monte Azul Paulista
BR.27.3531605,Monte Castelo__Monte Castelo
BR.27.3531704,Monteiro Lobato__Monteiro Lobato
BR.27.3531803,Monte Mor__Monte Mor
BR.27.3531902,Morro Agudo__Morro Agudo
BR.27.3532009,Morungaba__Morungaba
BR.27.3532058,Motuca__Motuca
BR.27.3532108,Murutinga Do Sul__Murutinga do Sul
BR.27.3532157,Nantes__Nantes
BR.27.3532207,Narandiba__Narandiba
BR.27.3532306,Natividade Da Serra__Natividade da Serra
BR.27.3532405,Nazare Paulista__Nazaré Paulista
BR.27.3532504,Neves Paulista__Neves Paulista
BR.27.3532603,Nhandeara__Nhandeara
BR.27.3532702,Nipoa__Nipoã
BR.27.3532801,Nova Alianca__Nova Aliança
BR.27.3532827,Nova Campina__Nova Campina
BR.27.3532900,Nova Europa__Nova Europa
BR.27.3533007,Nova Granada__Nova Granada
BR.27.3533106,Nova Guataporanga__Nova Guataporanga
BR.27.3533205,Nova Independencia__Nova Independência
BR.27.3533254,Novais__Novais
BR.27.3533304,Nova Luzitania__Nova Luzitânia
BR.27.3533502,Novo Horizonte__Novo Horizonte
BR.27.3533601,Nuporanga__Nuporanga
BR.27.3533700,Ocaucu__Ocauçu
BR.27.3533809,Oleo__Óleo
BR.27.3533908,Olimpia__Olímpia
BR.27.3534005,Onda Verde__Onda Verde
BR.27.3534104,Oriente__Oriente
BR.27.3534203,Orindiuva__Orindiúva
BR.27.3534302,Orlandia__Orlândia
BR.27.3534401,Osasco__Osasco
BR.27.3534500,Oscar Bressane__Oscar Bressane
BR.27.3534609,Osvaldo Cruz__Osvaldo Cruz
BR.27.3534708,Ourinhos__Ourinhos
BR.27.3534757,Ouroeste__Ouroeste
BR.27.3534807,Ouro Verde__Ouro Verde
BR.27.3534906,Pacaembu__Pacaembu
BR.27.3535002,Palestina__Palestina
BR.27.3535101,Palmares Paulista__Palmares Paulista
BR.27.3535200,Palmeira D'Oeste__Palmeira d'Oeste
BR.27.3535309,Palmital__Palmital
BR.27.3535408,Panorama__Panorama
BR.27.3535507,Paraguacu Paulista__Paraguaçu Paulista
BR.27.3535606,Paraibuna__Paraibuna
BR.27.3535705,Paraiso__Paraíso
BR.27.3535804,Paranapanema__Paranapanema
BR.27.3535903,Paranapua__Paranapuã
BR.27.3536000,Parapua__Parapuã
BR.27.3536109,Pardinho__Pardinho
BR.27.3536208,Pariquera-Acu__Pariquera-Açu
BR.27.3536257,Parisi__Parisi
BR.27.3536406,Pauliceia__Paulicéia
BR.27.3536505,Paulinia__Paulínia
BR.27.3536604,Paulo De Faria__Paulo de Faria
BR.27.3536703,Pederneiras__Pederneiras
BR.27.3536802,Pedra Bela__Pedra Bela
BR.27.3536901,Pedranopolis__Pedranópolis
BR.27.3537008,Pedregulho__Pedregulho
BR.27.3537156,Pedrinhas Paulista__Pedrinhas Paulista
BR.27.3537206,Pedro De Toledo__Pedro de Toledo
BR.27.3537404,Pereira Barreto__Pereira Barreto
BR.27.3537503,Pereiras__Pereiras
BR.27.3537602,Peruibe__Peruíbe
BR.27.3537701,Piacatu__Piacatu
BR.27.3537800,Piedade__Piedade
BR.27.3537909,Pilar Do Sul__Pilar do Sul
BR.27.3538006,Pindamonhangaba__Pindamonhangaba
BR.27.3538105,Pindorama__Pindorama
BR.27.3538204,Pinhalzinho__Pinhalzinho
BR.27.3538303,Piquerobi__Piquerobi
BR.27.3538501,Piquete__Piquete
BR.27.3538600,Piracaia__Piracaia
BR.27.3538808,Piraju__Piraju
BR.27.3538907,Pirajui__Pirajuí
BR.27.3539004,Pirangi__Pirangi
BR.27.3539103,Pirapora Do Bom Jesus__Pirapora do Bom Jesus
BR.27.3539301,Pirassununga__Pirassununga
BR.27.3539509,Pitangueiras__Pitangueiras
BR.27.3539608,Planalto__Planalto
BR.27.3539707,Platina__Platina
BR.27.3539806,Poa__Poá
BR.27.3539905,Poloni__Poloni
BR.27.3540002,Pompeia__Pompéia
BR.27.3540101,Pongai__Pongaí
BR.27.3540200,Pontal__Pontal
BR.27.3540259,Pontalinda__Pontalinda
BR.27.3540408,Populina__Populina
BR.27.3540507,Porangaba__Porangaba
BR.27.3540606,Porto Feliz__Porto Feliz
BR.27.3540705,Porto Ferreira__Porto Ferreira
BR.27.3540754,Potim__Potim
BR.27.3540804,Potirendaba__Potirendaba
BR.27.3540853,Pracinha__Pracinha
BR.27.3540903,Pradopolis__Pradópolis
BR.27.3541059,Pratania__Pratânia
BR.27.3541109,Presidente Alves__Presidente Alves
BR.27.3541307,Presidente Epitacio__Presidente Epitácio
BR.27.3541505,Presidente Venceslau__Presidente Venceslau
BR.27.3541604,Promissao__Promissão
BR.27.3541653,Quadra__Quadra
BR.27.3541703,Quata__Quatá
BR.27.3541802,Queiroz__Queiroz
BR.27.3541901,Queluz__Queluz
BR.27.3542008,Quintana__Quintana
BR.27.3542107,Rafard__Rafard
BR.27.3542206,Rancharia__Rancharia
BR.27.3542305,Redencao Da Serra__Redenção da Serra
BR.27.3542404,Regente Feijo__Regente Feijó
BR.27.3542503,Reginopolis__Reginópolis
BR.27.3542602,Registro__Registro
BR.27.3542701,Restinga__Restinga
BR.27.3542800,Ribeira__Ribeira
BR.27.3542909,Ribeirao Bonito__Ribeirão Bonito
BR.27.3543006,Ribeirao Branco__Ribeirão Branco
BR.27.3543105,Ribeirao Corrente__Ribeirão Corrente
BR.27.3543204,Ribeirao Do Sul__Ribeirão do Sul
BR.27.3543238,Ribeirao Dos Indios__Ribeirão dos Índios
BR.27.3543253,Ribeirao Grande__Ribeirão Grande
BR.27.3543303,Ribeirao Pires__Ribeirão Pires
BR.27.3543402,Ribeirao Preto__Ribeirão Preto
BR.27.3543501,Riversul__Riversul
BR.27.3543600,Rifaina__Rifaina
BR.27.3543709,Rincao__Rincão
BR.27.3543808,Rinopolis__Rinópolis
BR.27.3543907,Rio Claro__Rio Claro
BR.27.3544004,Rio Das Pedras__Rio das Pedras
BR.27.3544103,Rio Grande Da Serra__Rio Grande da Serra
BR.27.3544251,Rosana__Rosana
BR.27.3544301,Roseira__Roseira
BR.27.3544400,Rubiacea__Rubiácea
BR.27.3544509,Rubineia__Rubinéia
BR.27.3544608,Sabino__Sabino
BR.27.3544707,Sagres__Sagres
BR.27.3544905,Sales Oliveira__Sales Oliveira
BR.27.3545001,Salesopolis__Salesópolis
BR.27.3545100,Salmourao__Salmourão
BR.27.3545209,Salto__Salto
BR.27.3545308,Salto De Pirapora__Salto de Pirapora
BR.27.3545407,Salto Grande__Salto Grande
BR.27.3545506,Sandovalina__Sandovalina
BR.27.3545605,Santa Adelia__Santa Adélia
BR.27.3545704,Santa Albertina__Santa Albertina
BR.27.3545803,Santa Barbara D'Oeste__Santa Bárbara d'Oeste
BR.27.3546009,Santa Branca__Santa Branca
BR.27.3546108,Santa Clara D'Oeste__Santa Clara d'Oeste
BR.27.3546256,Santa Cruz Da Esperanca__Santa Cruz da Esperança
BR.27.3546306,Santa Cruz Das Palmeiras__Santa Cruz das Palmeiras
BR.27.3546405,Santa Cruz Do Rio Pardo__Santa Cruz do Rio Pardo
BR.27.3546504,Santa Ernestina__Santa Ernestina
BR.27.3546603,Santa Fe Do Sul__Santa Fé do Sul
BR.27.3546702,Santa Gertrudes__Santa Gertrudes
BR.27.3546801,Santa Isabel__Santa Isabel
BR.27.3546900,Santa Lucia__Santa Lúcia
BR.27.3547007,Santa Maria Da Serra__Santa Maria da Serra
BR.27.3547106,Santa Mercedes__Santa Mercedes
BR.27.3547205,Santana Da Ponte Pensa__Santana da Ponte Pensa
BR.27.3547304,Santana De Parnaiba__Santana de Parnaíba
BR.27.3547403,Santa Rita D'Oeste__Santa Rita d'Oeste
BR.27.3547502,Santa Rita Do Passa Quatro__Santa Rita do Passa Quatro
BR.27.3547601,Santa Rosa De Viterbo__Santa Rosa de Viterbo
BR.27.3547650,Santa Salete__Santa Salete
BR.27.3547700,Santo Anastacio__Santo Anastácio
BR.27.3547809,Santo Andre__Santo André
BR.27.3547908,Santo Antonio Da Alegria__Santo Antônio da Alegria
BR.27.3548005,Santo Antonio De Posse__Santo Antônio de Posse
BR.27.3548054,Santo Antonio Do Aracangua__Santo Antônio do Aracanguá
BR.27.3548104,Santo Antonio Do Jardim__Santo Antônio do Jardim
BR.27.3548203,Santo Antonio Do Pinhal__Santo Antônio do Pinhal
BR.27.3548302,Santo Expedito__Santo Expedito
BR.27.3548401,Santopolis Do Aguapei__Santópolis do Aguapeí
BR.27.3548500,Santos__Santos
BR.27.3548609,Sao Bento Do Sapucai__São Bento do Sapucaí
BR.27.3548807,Sao Caetano Do Sul__São Caetano do Sul
BR.27.3548906,Sao Carlos__São Carlos
BR.27.3549201,Sao Joao Das Duas Pontes__São João das Duas Pontes
BR.27.3549250,Sao Joao De Iracema__São João de Iracema
BR.27.3549300,Sao Joao Do Pau D'Alho__São João do Pau d'Alho
BR.27.3549409,Sao Joaquim Da Barra__São Joaquim da Barra
BR.27.3549508,Sao Jose Da Bela Vista__São José da Bela Vista
BR.27.3549607,Sao Jose Do Barreiro__São José do Barreiro
BR.27.3549706,Sao Jose Do Rio Pardo__São José do Rio Pardo
BR.27.3549805,Sao Jose Do Rio Preto__São José do Rio Preto
BR.27.3549904,Sao Jose Dos Campos__São José dos Campos
BR.27.3549953,Sao Lourenco Da Serra__São Lourenço da Serra
BR.27.3550001,Sao Luis Do Paraitinga__São Luís do Paraitinga
BR.27.3550100,Sao Manuel__São Manuel
BR.27.3550209,Sao Miguel Arcanjo__São Miguel Arcanjo
BR.27.3550506,Sao Pedro Do Turvo__São Pedro do Turvo
BR.27.3550605,Sao Roque__São Roque
BR.27.3550704,Sao Sebastiao__São Sebastião
BR.27.3550803,Sao Sebastiao Da Grama__São Sebastião da Grama
BR.27.3550902,Sao Simao__São Simão
BR.27.3551108,Sarapui__Sarapuí
BR.27.3551207,Sarutaia__Sarutaiá
BR.27.3551306,Sebastianopolis Do Sul__Sebastianópolis do Sul
BR.27.3551405,Serra Azul__Serra Azul
BR.27.3551504,Serrana__Serrana
BR.27.3551603,Serra Negra__Serra Negra
BR.27.3551801,Sete Barras__Sete Barras
BR.27.3551900,Severinia__Severínia
BR.27.3552007,Silveiras__Silveiras
BR.27.3552106,Socorro__Socorro
BR.27.3552205,Sorocaba__Sorocaba
BR.27.3552304,Sud Menucci__Sud Mennucci
BR.27.3552403,Sumare__Sumaré
BR.27.3552502,Suzano__Suzano
BR.27.3552551,Suzanapolis__Suzanápolis
BR.27.3552601,Tabapua__Tabapuã
BR.27.3552700,Tabatinga__Tabatinga
BR.27.3552809,Taboao Da Serra__Taboão da Serra
BR.27.3552908,Taciba__Taciba
BR.27.3553005,Taguai__Taguaí
BR.27.3553104,Taiacu__Taiaçu
BR.27.3553203,Taiuva__Taiúva
BR.27.3553302,Tambau__Tambaú
BR.27.3553401,Tanabi__Tanabi
BR.27.3553500,Tapirai__Tapiraí
BR.27.3553609,Tapiratiba__Tapiratiba
BR.27.3553658,Taquaral__Taquaral
BR.27.3553708,Taquaritinga__Taquaritinga
BR.27.3553807,Taquarituba__Taquarituba
BR.27.3553856,Taquarivai__Taquarivaí
BR.27.3553906,Tarabai__Tarabai
BR.27.3553955,Taruma__Tarumã
BR.27.3554003,Tatui__Tatuí
BR.27.3554102,Taubate__Taubaté
BR.27.3554300,Teodoro Sampaio__Teodoro Sampaio
BR.27.3554409,Terra Roxa__Terra Roxa
BR.27.3554508,Tiete__Tietê
BR.27.3554607,Timburi__Timburi
BR.27.3554656,Torre De Pedra__Torre de Pedra
BR.27.3554706,Torrinha__Torrinha
BR.27.3554755,Trabiju__Trabiju
BR.27.3554805,Tremembe__Tremembé
BR.27.3554904,Tres Fronteiras__Três Fronteiras
BR.27.3554953,Tuiuti__Tuiuti
BR.27.3555000,Tupa__Tupã
BR.27.3555109,Tupi Paulista__Tupi Paulista
BR.27.3555208,Turiuba__Turiúba
BR.27.3555307,Turmalina__Turmalina
BR.27.3555356,Ubarana__Ubarana
BR.27.3555406,Ubatuba__Ubatuba
BR.27.3555505,Ubirajara__Ubirajara
BR.27.3555604,Uchoa__Uchoa
BR.27.3555703,Uniao Paulista__União Paulista
BR.27.3555802,Urania__Urânia
BR.27.3555901,Uru__Uru
BR.27.3556008,Urupes__Urupês
BR.27.3556107,Valentim Gentil__Valentim Gentil
BR.27.3556206,Valinhos__Valinhos
BR.27.3556305,Valparaiso__Valparaíso
BR.27.3556354,Vargem__Vargem
BR.27.3556404,Vargem Grande Do Sul__Vargem Grande do Sul
BR.27.3556453,Vargem Grande Paulista__Vargem Grande Paulista
BR.27.3556503,Varzea Paulista__Várzea Paulista
BR.27.3556701,Vinhedo__Vinhedo
BR.27.3556800,Viradouro__Viradouro
BR.27.3556909,Vista Alegre Do Alto__Vista Alegre do Alto
BR.27.3556958,Vitoria Brasil__Vitória Brasil
BR.27.3557006,Votorantim__Votorantim
BR.27.3557154,Zacarias__Zacarias
BR.27.3557204,Chavantes__Chavantes
BR.27.3557303,Estiva Gerbi__Estiva Gerbi
BR.18.4100103,Abatia__Abatiá
BR.18.4100202,Adrianopolis__Adrianópolis
BR.18.4100301,Agudos Do Sul__Agudos do Sul
BR.18.4100400,Almirante Tamandare__Almirante Tamandaré
BR.18.4100459,Altamira Do Parana__Altamira do Paraná
BR.18.4100509,Altonia__Altônia
BR.18.4100608,Alto Parana__Alto Paraná
BR.18.4100707,Alto Piquiri__Alto Piquiri
BR.18.4100806,Alvorada Do Sul__Alvorada do Sul
BR.18.4100905,Amapora__Amaporã
BR.18.4101002,Ampere__Ampére
BR.18.4101051,Anahy__Anahy
BR.18.4101101,Andira__Andirá
BR.18.4101150,Angulo__Ângulo
BR.18.4101200,Antonina__Antonina
BR.18.4101309,Antonio Olinto__Antônio Olinto
BR.18.4101408,Apucarana__Apucarana
BR.18.4101507,Arapongas__Arapongas
BR.18.4101606,Arapoti__Arapoti
BR.18.4101655,Arapua__Arapuã
BR.18.4101705,Araruna__Araruna
